上海台,#genre#
上海都市频道,https://tencent-stream.kksmg.com/live/ylpd.m3u8?txSecret=9889380f94814699f63fc4352b870a92&txTime=659ccb40
上海金山电视台,http://livejs1.newsjs.net/jspd/playlist.m3u8
崇明电视台,https://pili-live-hls.wdit.com.cn/wditlive/c038f4fafbdf4f97ba74c74ad67259b931ee.m3u8
云南都市频道yntv2,http://tvlive.ynradio.com/live/yunnandushi/chunks.m3u8
云南娱乐频道yntv3,http://tvlive.ynradio.com/live/yunnanyule/chunks.m3u8
云南公共频道yntv6,http://tvlive.ynradio.com/live/yunnangonggong/chunks.m3u8
云南澜湄国际频道,http://tvlive.ynradio.com/live/yunnanguoji/chunks.m3u8
云南少儿频道yntv7,http://tvlive.ynradio.com/live/yunnanshaoer/chunks.m3u8
丽江新闻综合频道,https://play.live.lijiangtv.com/live/tvzh_720p.m3u8
红河一套新闻频道,http://file.hhtv.cc/cms/videos/nmip-media/channellive/channel1/playlist.m3u8
红河经济生活频道,http://file.hhtv.cc/cms/videos/nmip-media/channellive/channel1/playlist.m3u8
红河县电视台,http://file.hhtv.cc/cms/videos/nmip-media/channellive/channel3/playlist.m3u8
个旧电视台,http://file.hhtv.cc/cms/videos/nmip-media/channellive/channel6/playlist.m3u8
屏边电视台,http://file.hhtv.cc/cms/videos/nmip-media/channellive/channel5/playlist.m3u8
德宏公共频道,https://ali-play.lezhibo.com/lezhibo/e6a8b2ecf53b4ea4b0aef1e91d20cd51.m3u8
楚雄新闻频道,https://pili-live-hlscxrm.tianma3600.com/cxrm/dspd1.m3u8?sign=0e2ef16a3e49e5855b8fd06a9e9072b9&amp;t=659b7b63
楚雄公共频道,https://pili-live-hlscxrm.tianma3600.com/cxrm/dspd2.m3u8?sign=b2f22fa5f71bb9c4dcdfac039e92e327&amp;t=659b7b6a
文山新闻综合频道,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8
文山公共频道,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel8/playlist.m3u8
砚山电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel16/playlist.m3u8
西畴电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel11/playlist.m3u8
麻栗坡电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel18/playlist.m3u8
广南电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel19/playlist.m3u8
富宁电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel13/playlist.m3u8
丘北电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel14/playlist.m3u8
西双版纳一套,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel1/playlist.m3u8
西双版纳二套,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel3/playlist.m3u8
德阳公共频道,http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8
广安新闻综合频道,http://live1.gatv.com.cn:85/live/XWZH.m3u8
广安公共频道,http://live1.gatv.com.cn:85/live/GGPD.m3u8
眉山新闻综合频道,https://live1.scmstv.cn/gqpd/playlist.m3u8?_upt=3619a3b81704693672
眉山公共频道,http://live2.scmstv.cn/ggpd/sd/live.m3u8
内江综合频道,http://njzb.scnj.tv:90/live/xwzh_xwzh800.m3u8
泸州公共频道,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel102221/playlist.m3u8
泸州科教频道,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8
攀枝花公共频道,http://zb.pzhgd.com:9095/live/ggpd.m3u8
登封新闻综合频道,http://live.dxhmt.cn:9081/tv/10185-1.m3u8
巩义新闻综合频道,http://live.dxhmt.cn:9081/tv/10181-1.m3u8
新密新闻综合频道,http://live.dxhmt.cn:9081/tv/10183-2.m3u8
荥阳新闻综合频道,http://live.dxhmt.cn:9081/tv/10182-1.m3u8
新郑新闻综合频道,http://live.dxhmt.cn:9081/tv/10184-1.m3u8
滑县一套新闻综合频道,http://live.dxhmt.cn:9081/tv/10526-1.m3u8
林州新闻综合频道,http://live.dxhmt.cn:9081/tv/10581-1.m3u8
内黄新闻综合频道,http://live.dxhmt.cn:9081/tv/10527-1.m3u8
汤阴新闻综合频道,http://live.dxhmt.cn:9081/tv/10523-1.m3u8
洛阳一套综合频道,http://wshls.live.migucloud.com/live/C788MHFD_C0/playlist.m3u8
洛阳二套科教频道,http://wshls.live.migucloud.com/live/CXGQPXRK_C0/playlist.m3u8
洛阳三套文旅频道,http://wshls.live.migucloud.com/live/FJ7Q9PIT_C0/playlist.m3u8
汝阳综合频道,http://live.dxhmt.cn:9081/tv/10326-1.m3u8
宜阳综合频道,http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8
栾川新闻综合频道,http://live.dxhmt.cn:9081/tv/10324-1.m3u8
新安电视台综合频道,http://live.dxhmt.cn:9081/tv/10323-1.m3u8
伊川电视台,http://tvpull.dxhmt.cn:9081/tv/10329-1.m3u8
淇县电视台,http://tvpull.dxhmt.cn:9081/tv/10622-1.m3u8
浚县电视台,http://live.dxhmt.cn:9081/tv/10621-1.m3u8
南乐电视台,http://live.dxhmt.cn:9081/tv/10923-1.m3u8
长垣新闻综合频道,http://live.dxhmt.cn:9081/tv/10728-1.m3u8
封丘一套新闻综合频道,http://live.dxhmt.cn:9081/tv/10727-1.m3u8
获嘉新闻综合频道,http://live.dxhmt.cn:9081/tv/10724-1.m3u8
辉县新闻综合频道,http://live.dxhmt.cn:9081/tv/10782-1.m3u8
卫辉新闻综合频道,http://live.dxhmt.cn:9081/tv/10781-1.m3u8
新乡县新闻综合频道,http://live.dxhmt.cn:9081/tv/10721-1.m3u8
原阳新闻综合频道,http://live.dxhmt.cn:9081/tv/10725-1.m3u8
焦作新闻综合频道,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8
焦作公共频道,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8
焦作睛彩频道,http://zhpull.dxhmt.cn/jiaozuo/c5eb91b47f0e42318f34fc0247c8acaa/playlist.m3u8
沁阳新闻综合频道,http://live.dxhmt.cn:9081/tv/10882-1.m3u8
焦作教育频道,http://zhpull.dxhmt.cn/jiaozuo/9c10435ad24c409baee219ec289e17d0/playlist.m3u8
孟州新闻综合频道,http://live.dxhmt.cn:9081/tv/10883-1.m3u8
武陟新闻综合频道,http://live.dxhmt.cn:9081/tv/10823-1.m3u8
渑池新闻综合频道,http://live.dxhmt.cn:9081/tv/11221-1.m3u8
义马新闻综合频道,http://live.dxhmt.cn:9081/tv/11281-1.m3u8
兰考新闻综合频道,http://live.dxhmt.cn:9081/tv/10225-1.m3u8
杞县新闻综合频道,http://live.dxhmt.cn:9081/tv/10221-1.m3u8
通许新闻综合频道,http://live.dxhmt.cn:9081/tv/10222-1.m3u8
尉氏新闻综合频道,http://live.dxhmt.cn:9081/tv/10223-1.m3u8
永城新闻综合频道,http://live.dxhmt.cn:9081/tv/11481-1.m3u8
建安新闻综合频道,http://live.dxhmt.cn:9081/tv/11003-1.m3u8
襄城新闻综合频道,http://live.dxhmt.cn:9081/tv/11025-1.m3u8
鄢陵新闻综合频道,http://live.dxhmt.cn:9081/tv/11024-1.m3u8
禹州新闻综合频道,http://live.dxhmt.cn:9081/tv/11081-1.m3u8
宝丰新闻综合频道,http://live.dxhmt.cn:9081/tv/10421-1.m3u8
郏县新闻综合频道,http://live.dxhmt.cn:9081/tv/10425-1.m3u8
鲁山新闻综合频道,http://live.dxhmt.cn:9081/tv/10423-1.m3u8
汝州新闻综合频道,http://live.dxhmt.cn:9081/tv/10482-1.m3u8
汝州科教频道,http://tvpull.dxhmt.cn:9081/tv/10482-2.m3u8
舞钢一套新闻综合频道,http://live.dxhmt.cn:9081/tv/10481-1.m3u8
叶县电视台一套,http://live.dxhmt.cn:9081/tv/10422-1.m3u8
鹿邑综合频道,http://live.dxhmt.cn:9081/tv/11628-1.m3u8
项城综合频道,http://live.dxhmt.cn:9081/tv/11681-1.m3u8
西华综合频道,http://live.dxhmt.cn:9081/tv/11622-1.m3u8
沈丘新闻综合频道,http://live.dxhmt.cn:9081/tv/11624-1.m3u8
郸城新闻综合频道,http://live.dxhmt.cn:9081/tv/11625-1.m3u8
舞阳新闻综合频道,http://live.dxhmt.cn:9081/tv/11121-1.m3u8
方城一套新闻综合频道,http://live.dxhmt.cn:9081/tv/11322-1.m3u8
桐柏一套新闻综合频道,http://live.dxhmt.cn:9081/tv/11330-1.m3u8
唐河一套新闻综合频道,http://live.dxhmt.cn:9081/tv/11328-1.m3u8
淅川新闻综合频道,http://live.dxhmt.cn:9081/tv/11326-1.m3u8
新野新闻综合频道,http://live.dxhmt.cn:9081/tv/11329-1.m3u8
镇平新闻综合频道,http://live.dxhmt.cn:9081/tv/11324-1.m3u8
泌阳新闻综合频道,http://live.dxhmt.cn:9081/tv/11726-1.m3u8
平舆新闻综合频道,http://live.dxhmt.cn:9081/tv/11723-1.m3u8
上蔡一套新闻综合频道,http://live.dxhmt.cn:9081/tv/11722-1.m3u8
遂平一套新闻综合频道,http://live.dxhmt.cn:9081/tv/11728-1.m3u8
新蔡新闻综合频道,http://live.dxhmt.cn:9081/tv/11729-1.m3u8
西平新闻综合频道,http://live.dxhmt.cn:9081/tv/11721-1.m3u8
信阳公共频道,https://pili-live-hls.xyrm.tianma3600.com/xyrm/xyggpd.m3u8
光山新闻综合频道,http://live.dxhmt.cn:9081/tv/11522-1.m3u8
潢川新闻综合频道,http://live.dxhmt.cn:9081/tv/11526-1.m3u8
商城新闻综合频道,http://live.dxhmt.cn:9081/tv/11524-1.m3u8
新县新闻综合频道,http://live.dxhmt.cn:9081/tv/11523-1.m3u8
济源电视台一套,http://live.dxhmt.cn:9081/tv/19001-1.m3u8
十堰新闻综合频道,https://p8.vzan.com/slowlive/034028687228317362/live.m3u8
十堰经济旅游频道,https://p8.vzan.com/slowlive/701367497774448672/live.m3u8
荆门新闻频道,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8
荆门公共频道,http://stream.jmtv.com.cn/ngpd/sd/live.m3u8
荆门教育频道,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8
孝感公共频道,http://live.yingxi.tv/channel1/sd/live.m3u8
福建电视台综合频道,https://live2.fjtv.net/zhpd/playlist.m3u8?_upt=2e3332aa1704694558
福建公共频道,https://live6.fjtv.net/ggxcpd/playlist.m3u8?_upt=b1dc9f4f1704698006
福建新闻频道,https://live2.fjtv.net/xwpd/playlist.m3u8?_upt=8f5e62b01704700464
福建电视台电视剧频道,https://live3.fjtv.net/dsjpd/playlist.m3u8?_upt=7c4371b81704699999
福建旅游频道,https://live3.fjtv.net/dspd/playlist.m3u8?_upt=c5c8cf271704700477
福建经济生活频道,https://live3.fjtv.net/jjpd/playlist.m3u8?_upt=11e038961704695708
福建体育频道,https://live3.fjtv.net/typd/playlist.m3u8?_upt=735bf5501704695699
福建少儿频道,https://live3.fjtv.net/child/playlist.m3u8?_upt=34ac30281704699904
福州三套生活频道,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
三明一套新闻综合频道,http://stream.smntv.cn/smtv1/sd/live.m3u8
三明二套公共频道,http://stream.smntv.cn/smtv2/sd/live.m3u8
龙岩新闻综合频道,http://stream.lytv.net.cn/2/sd/live.m3u8
龙岩公共频道,http://live.lytv.net.cn/ggpd/sd/live.m3u8
新罗TV频道,http://stream.lyxltv.com/xltv/sd/live.m3u8
漳州一套新闻综合频道,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
重庆新闻频道,https://sjlivecdn9.cbg.cn/202401081310/app_2/_definst_/ls_3.stream/chunklist.m3u8
荣昌综合频道,http://183.64.181.25:40023/rongchang01.m3u8
万州综合频道,http://123.146.162.24:8013/tslslive/noEX9SG/hls/live_sd.m3u8
万州三峡移民频道,http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8
万州影视文艺频道,http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8
万州科教频道,http://123.146.162.24:8017/Cz7WPb8/800/live.m3u8
开州综合频道,https://qxlmlive9.cbg.cn/applive/kzpd01/chunklist.m3u8
忠县综合频道,https://qxlmlive9.cbg.cn/applive/zxtv2/chunklist.m3u8
忠县文旅频道,https://qxlmlive9.cbg.cn/applive/zxtv2/chunklist.m3u8
石家庄新闻综合频道,http://pluslive1.sjzntv.cn/xmzh/playlist.m3u8
石家庄娱乐频道,http://pluslive1.sjzntv.cn/yule/playlist.m3u8
石家庄生活频道,http://pluslive1.sjzntv.cn/shenghuo/playlist.m3u8
邯郸新闻综合频道,http://live.hd.hdbs.cn/video/s10001-2021hdxwzh/index.m3u8
邯郸公共频道,https://jwliveqxzb.hebyun.com.cn/hdgg/hdgg.m3u8
邯郸科教频道,https://jwliveqxzb.hebyun.com.cn/hdkj/hdkj.m3u8
保定一套,http://live.bdgdw.com/channel1/playlist.m3u8?_upt=b1a9ebe71704698174
保定二套公共频道,http://live.bdgdw.com/channel2/playlist.m3u8?_upt=bc2319201704698180
保定三套,http://live.bdgdw.com/channel3/playlist.m3u8?_upt=2360e3931704698186
沧州电视台一套,http://czlive.czgd.tv:85/live/xnyt.m3u8
沧州电视台二套,http://czlive.czgd.tv:85/live/xnet.m3u8
沧州电视台三套,http://czlive.czgd.tv:85/live/xnst.m3u8
张家口一套新闻综合频道,http://nlive.zjkgdcs.com:8091/live/xwzhpd.m3u8
张家口二套公共频道,http://nlive.zjkgdcs.com:8091/live/zjktv2.m3u8
吉林都市频道,http://hls1.avap.jilintv.cn/zqvk7vpj/channel/7e8474e6daea44ccaa5aa2300191439e/1.m3u8
吉林生活频道,http://hls1.avap.jilintv.cn/zqvk7vpj/channel/0a76740c72b74fabae611845aa21e06a/1.m3u8
吉林影视频道,http://hls1.avap.jilintv.cn/zqvk7vpj/channel/906341e6f19b4c4bacdc89941eb85d12/1.m3u8
吉林乡村频道,http://hls1.avap.jilintv.cn/zqvk7vpj/channel/3ffc4824dce54b92be185555923ce382/1.m3u8
吉林公共新闻频道,http://stream1.jlntv.cn/ggpd/playlist.m3u8
吉林电视7频道,http://stream1.jlntv.cn/fzpd/playlist.m3u8
东北戏曲频道,http://stream1.jlntv.cn/dbxq/playlist.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-b1b09ca0e73d/index.m3u8
延边一套新闻综合频道,http://live.ybtvyun.com/video/s10006-9ccd00054351/index.m3u8
延边二套汉语综合频道,http://live.ybtvyun.com/video/s10006-1c8f0ebfee9f/index.m3u8
南宁新闻综合频道,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8
南宁都市生活频道,http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8
南宁影视娱乐频道,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8
南宁公共频道,http://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8
隆安电视台,http://hls.nntv.cn/nnlive/LATV_A.m3u8
宾阳电视台,https://live.gxrb.com.cn/gx/binyang/index.m3u8
融水电视台,https://live.gxrb.com.cn/gx/rongshui/index.m3u8
田东电视台,https://live.gxrb.com.cn/gx/tiandong/index.m3u8
凌云电视台,https://live.gxrb.com.cn/gx/lingyun/index.m3u8
靖西电视台,https://live.gxrb.com.cn/gx/jingxi/index.m3u8
岑溪电视台,https://live.gxrb.com.cn/gx/cenxi/index.m3u8
巴马电视台,https://live.gxrb.com.cn/gx/bama/index.m3u8
都安电视台,https://live.gxrb.com.cn/gx/duan/index.m3u8
崇左综合频道,http://111.59.63.32:9901/tsfile/live/1002_1.m3u8
天等电视台,https://live.gxrb.com.cn/gx/tiandeng/index.m3u8
龙州电视台,https://live.gxrb.com.cn/gx/longzhou/index.m3u8
北海新闻综合频道,https://live.gxrb.com.cn/gx/beihai/index.m3u8
山西经济与科技频道,https://livehhhttps.sxrtv.com/lsdream/4j01KWX/800/j61dj40.m3u8
山西影视频道,https://livehhhttps.sxrtv.com/lsdream/Md571Kv/800/26idl47.m3u8
山西社会与法治频道,https://livehhhttps.sxrtv.com/lsdream/p4y5do9/500/71di345.m3u8
山西文体生活频道,https://livehhhttps.sxrtv.com/lsdream/Y00Xezi/800/b39g04X.m3u8
黄河电视台,https://livehhhttps.sxrtv.com/lsdream/lce1mC4/800/r1thc41.m3u8
太原一套新闻综合频道,http://tytv-hls.cutv.com/49VAfrw/500/w4oe94A.m3u8?sign=dcf0c8d577bbcfdcd45ffde5d8796653&t=d25deed2
太原二套百姓频道,http://tytv-hls.cutv.com/u8BmT6h/500/t2rg84m.m3u8?sign=2c4107f9941dda653ba6c261192047ac&t=d25dfd7e
太原三套法制频道,http://tytv-hls.cutv.com/phsry3e/500/p9kh4rl.m3u8?sign=6325ab18688e0b3b9bd30b24c4bf99e5&t=d25dfdf8
太原五套文体频道,http://tytv-hls.cutv.com/rk8Z088/500/b39gk4Z.m3u8?sign=1d79cde0456f3815ea18070a1babb9cb&t=d25dfd9d
大同1套新闻综合频道,https://live.dtradio.com.cn/xwzh/playlist.m3u8?_upt=8d1c37581704698490
大同2套公共频道,https://live.dtradio.com.cn/ggpd/playlist.m3u8?_upt=6015c66f1704697726
大同3套煤都生活频道,https://live.dtradio.com.cn/mdsh/playlist.m3u8?_upt=8bcb49521704695479
阳泉新闻综合频道,https://live.yqrtv.com/xwpd/sd/live.m3u8
阳泉科教频道,https://live.yqrtv.com/xwchne/sd/live.m3u8
运城一套新闻综合频道,http://live.0359tv.com/lsdream/ss4Lj11/live.m3u8
运城二套公共频道,http://live.0359tv.com/lsdream/t667aTY/live.m3u8
运城三套科教频道,http://live.0359tv.com/lsdream/p5eq48m/live.m3u8
陕西一套新闻资讯频道,http://stream.snrtv.com/sxbc-1-rMT459.m3u8
陕西三套生活频道,http://stream.snrtv.com/sxbc-3-aijlLO.m3u8
陕西五套公共频道,http://stream.snrtv.com/sxbc-5-evNRY7.m3u8
陕西七套体育休闲频道,http://stream.snrtv.com/sxbc-7-biDJN5.m3u8
陕西农林卫视,http://stream.snrtv.com/sxbc-nl-erEJQZ.m3u8
陕西卫视,http://stream.snrtv.com/sxbc-star-epxCDK.m3u8
延安一套新闻综合频道,http://lives.cloud.yanews.cn/video/s10001-YATV-2/index.m3u8
延安二套公共频道,http://lives.cloud.yanews.cn/video/s10001-YATV-1/index.m3u8
宁夏卫视,http://111.59.63.32:9901/tsfile/live/1040_1.m3u8
海口一套综合频道,http://153.0.158.159:16080/live/cnm1.m3u8
海口二套生活娱乐频道,http://153.0.158.159:16080/live/cnm2.m3u8
海口三套城乡经济频道,http://153.0.158.159:16080/live/cnm3.m3u8
甘肃卫视,http://111.20.35.103:6610/000000001000/1000000002000017827/index.m3u8?channel-id=ystenlive&Contentid=1000000002000017827&livemode=1&stbId=00#http://221.213.43.82:8888/newlive/live/hls/36/live.m3u8
白银综合频道,http://live.bygd.cn/byzh/sd/live.m3u8
白银公共频道,http://live.bygd.cn/bygg/sd/live.m3u8
新疆卫视,http://111.59.63.32:9901/tsfile/live/1039_1.m3u8
UTV1乌鲁木齐新闻综合频道,http://pili-live-hls.xjwlmqapp2019.sobeylive.com/xjwlmqapp2019/xwzh.m3u8
哈密电视台1套,http://stream.hmgbtv.com/hm1/hd/live.m3u8
哈密电视台2套,http://stream.hmgbtv.com/hm2/hd/live.m3u8
哈密电视台3套,http://stream.hmgbtv.com/hm3/hd/live.m3u8
内蒙古卫视,http://111.59.63.32:9901/tsfile/live/1038_1.m3u8
鄂尔多斯四套蒙语频道,http://live.erdszs.org.cn/lsdream/3lZr8dK/1000/live.m3u8
鄂尔多斯一套汉语新闻综合频道,http://live.erdszs.org.cn/lsdream/h2mxgj4/1000/live.m3u8
鄂尔多斯二套经济服务频道,http://live.erdszs.org.cn/lsdream/ogvfqcp/1000/live.m3u8
伊金霍洛旗电视台,https://cms-play.yjhlnews.cn/live/vedio.m3u8
鄂托克旗电视台,http://live.zcznbj.cn/hls/F509Rh7GR/F509Rh7GR_live.m3u8
赤峰新闻综合频道,http://stream.cfrtv.cn/cfzh/sd/live.m3u8?_upt=ef510a551704700050
赤峰影视娱乐频道,http://stream.cfrtv.cn/cfys/sd/live.m3u8?_upt=1f9be2901704700058
赤峰经济服务频道,http://stream.cfrtv.cn/cfjj/sd/live.m3u8?_upt=142d188c1704700065
贵州2频道公共频道,http://9bwaz8y2.gzstv.com/live/CH02_lo.m3u8?txSecret=544aee81a2ef94878140145a58d14f84&txTime=659B8D57
贵州3频道影视文艺频道,http://9bwaz8y2.gzstv.com/live/CH03_lo.m3u8?txSecret=ba2c2fefebcac63d62ae98df56511366&txTime=659B8D5D
贵州4频道大众生活频道,http://9bwaz8y2.gzstv.com/live/CH04_lo.m3u8?txSecret=8dbfc7db8937c697f0c8f2cebce53f31&txTime=659B8D63
贵州5频道,http://9bwaz8y2.gzstv.com/live/CH05_lo.m3u8?txSecret=b92dd05cf112b3eccd083ef6c5c27699&txTime=659B8684
贵州6频道科教健康频道,http://9bwaz8y2.gzstv.com/live/CH06_lo.m3u8?txSecret=44c8d1a9c2590009fb7786cc48e233ad&txTime=659B8D70
贵州移动电视频道,https://9bwaz8y2.gzstv.com/live/CH13_lo.m3u8?txSecret=c682b004181c809427f1b8419aafe8cd&txTime=659B8D7C
遵义新闻综合频道,http://pluslive.zunyifb.com/xwpd/playlist.m3u8?_upt=2e0c18071704698982
遵义都市频道,http://pluslive.zunyifb.com/dspd/playlist.m3u8?_upt=a6590b9f1704700350
遵义公共频道,http://pluslive.zunyifb.com/ggpd/playlist.m3u8?_upt=37348d881704700356
安顺一套新闻综合频道,http://hplayer1.juyun.tv/camera/133635181.m3u8
安顺二套公共频道,http://hplayer1.juyun.tv/camera/116587130.m3u8
安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
青海经视频道,http://stream.qhbtv.com/qhsh/sd/live.m3u8?_upt=7d976a221704700067
青海都市频道,http://stream.qhbtv.com/qhds/sd/live.m3u8?_upt=bf113f3e1704692773
西宁新闻综合频道,https://liveout.xntv.tv/a65jur/96iln2.m3u8
西宁生活服务频道,https://liveout.xntv.tv/a65jur/90p2i1.m3u8
西藏影视文化频道,https://tv.vtibet.cn/live/20231228XSrz0rjV2.m3u8?secret=72058cfeecacb0ab40ba2d3bfff0fb90&time=659b8e54
凤凰中文,http://113.117.74.17:8081/hls/37/index.m3u8
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
CGTN纪录,https://livedoc.cgtn.com/500d/prog_index.m3u8
CGTN俄语,https://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN法语,https://news.cgtn.com/resource/live/french/cgtn-f.m3u8
CGTN西语,https://news.cgtn.com/resource/live/espanol/cgtn-e.m3u8
CGTN阿语,http://livear.cgtn.com/1000a/prog_index.m3u8
央视,#genre#
CCTV-1 综合,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226231/1.m3u8
CCTV-2 财经,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8
CCTV-3 综艺,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
CCTV-4 中文国际,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV-5 体育,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV-5+ 体育赛事,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV-6 电影,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226011/1.m3u8
CCTV-7 国防军事,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
CCTV-8 电视剧,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV-9 纪录,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV-10 科教,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8
CCTV-11 戏曲,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226240/1.m3u8
CCTV-12 社会与法,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226190/1.m3u8
CCTV-13 新闻,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV-14 少儿,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226193/1.m3u8
CCTV-15 音乐,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225785/1.m3u8
CCTV-16 奥林匹克,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8
CCTV-17 农业农村,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226198/1.m3u8
CGTN新闻,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001024/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CGTN纪录,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000528/index.m3u8?IAS
兵器科技,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226975/index.m3u8
怀旧剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226972/index.m3u8
世界地理,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226947/index.m3u8
文化精品,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226981/index.m3u8
央视台球,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226956/index.m3u8
央视高网,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226978/index.m3u8
风云剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226950/index.m3u8
风云音乐,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226953/index.m3u8
第一剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226959/index.m3u8
女性时尚,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226969/index.m3u8
风云足球,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226984/index.m3u8
电视指南,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226987/index.m3u8
CCTV-1 综合,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225804/1.m3u8
CCTV-2 财经,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8
CCTV-3 综艺,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
